o_n,o_d,a_n,a_d,period
78375,701,74593,50645,14002180
85815,19654,47076,22505,303811
82174,17027,61517,38334,481891
68253,44393,21977,17988,61446
29483,10222,4719,3623,24060
12451,8494,36753,25949,91912
31655,31061,14795,10227,25500
22369,1625,61018,16617,1068687
20610,15679,32662,5745,50486
18566,6877,64016,45279,295066
8845,2359,67567,59162,475167
48731,7460,83481,72262,1017361
92809,90427,31163,24628,57260
97123,52647,6806,6275,24132
80126,6161,29899,13653,566410
29279,852,85822,11701,3351381
37806,11495,45697,9241,180686
18799,18470,21386,20635,42769
46684,5667,48684,41857,745865
44807,42134,50690,19101,74218
52201,19462,2197,833,8127
43090,13619,98404,75055,548818
96779,96347,8619,4618,13296
27701,26690,82467,56410,144137
56971,21523,10887,1448,32650
67756,30791,88567,26969,254238
18895,1736,22100,13713,389797
22293,4819,19049,11866,143014
74293,44438,97003,77222,291276
57471,334,23857,5457,5044026
84591,82655,61133,60637,124622
84746,4779,2477,2134,81767
78857,52914,47206,43873,135734
29402,28421,90903,11390,105824
42088,36769,30413,8750,44828
50272,8121,2163,286,15160
85717,79575,81601,70602,163951
4119,2890,7417,1177,12249
91687,25195,27056,15451,154687
66989,35369,94119,45398,264245
8059,2628,93272,38161,403052
40974,20525,58329,4990,126404
29877,23458,25856,7769,42826
59987,24094,9777,3824,33862
94111,57304,43394,1887,74366
41248,10749,94957,27896,471434
11077,5351,24394,19967,91831
62239,27551,94517,50843,328375
25109,19730,12632,7095,25105
14449,4055,62493,4330,238107
69439,56195,72532,11245,103522
88647,54908,92693,42797,218744
33561,24953,1393,67,1964
6481,4965,89387,84909,227515
16686,6737,8216,5315,33514
14225,7324,2799,1544,8435
41843,31743,34592,23319,76337
88517,14220,73376,16885,561859
16084,6041,34070,6513,108051
64811,31929,76457,988,157202
26526,22669,39615,9802,57825
91978,7519,63451,61777,1531882
50347,42831,62129,11917,87040
85598,53195,1786,1473,5244
95191,6601,20859,3989,358326
36706,28805,37619,37061,95164
67123,21764,73555,36084,338141
70439,62351,731,141,985
73686,3209,20943,5312,602875
37080,27773,3246,2473,7635
54739,34690,79206,53441,209310
94253,80591,54714,45145,116788
16970,11413,54550,6119,90209
17866,7869,73647,37214,251702
8682,5125,94126,34325,217603
80159,15349,11199,157,59305
53977,10568,25898,14791,207823
79052,50465,22935,5662,44797
61271,11327,68239,53402,657991
73645,4504,65988,12601,1285011
45679,34774,43926,36569,105738
23020,18333,22332,10813,41619
73301,3453,38719,26158,1377222
28318,3919,97964,80487,1289455
70565,23877,20799,3355,71384
30152,13145,17881,13218,71335
23413,11912,31079,17777,96026
73147,52884,36241,9485,63247
85361,32212,29493,13999,115253
38938,8923,90634,20885,486644
12332,6767,21380,19809,75062
27871,11384,9940,2543,30561
63313,20989,44282,32197,230697
47429,1787,13733,1650,408282
16569,7930,5697,2182,16463
47164,13565,7007,2115,31716
37061,11534,38809,38595,248714
19415,18201,34012,28647,66838
85761,37616,74082,415,169847
43152,28651,14182,12625,40374
86363,15826,81985,3927,468824
1687,1266,49919,12266,82864
55999,36971,40539,24827,99008
31411,17211,173,124,542
77814,49199,81966,27239,172720
94542,28477,52793,45910,327688
28126,21167,72498,24293,128612
77192,67115,91411,43691,155386
68266,18225,89599,50664,525388
22759,6559,26257,13984,139631
19103,1033,28427,16476,830380
2479,1315,55371,31297,163384
39349,10744,48510,38749,319578
89405,72718,76353,23387,122628
95999,95129,39110,23187,62867
44317,27695,76501,71486,236806
47618,24371,19433,12017,61449
11889,7349,91046,11093,165237
36604,16127,94874,62359,356877
39503,28426,46623,13858,84049
46414,13753,88997,75578,555412
67257,63845,69645,22649,97226
21116,10433,91041,20410,225573
92453,72980,58911,12536,90511
92211,38102,30227,4842,84871
12440,10951,2179,1382,4045
21645,5119,77647,15000,391745
44287,7237,5586,1651,44287
29617,12685,56465,52191,253690
22541,3672,89683,49580,854882
7059,2018,69286,26235,334134
91713,26954,10552,2329,43828
34209,8503,85644,80729,669347
79306,56059,70115,65506,191861
66983,2689,54943,7998,1567861
93909,61328,62006,53003,176109
8679,6242,98395,38944,190959
63112,18227,27973,3129,107693
49421,36194,45454,12457,79075
22399,21127,21403,15522,39148
49045,29963,32643,2557,57617
37991,31405,56161,38343,114322
27721,20478,2677,2554,7081
75003,73601,11210,3883,15380
88948,34277,40394,17949,151399
14859,12628,15861,9287,29591
87421,21687,7124,5705,51715
45139,28711,54087,4979,92862
90625,85517,45955,42558,93800
5926,3557,56941,3584,100835
38539,7709,11795,7628,97100
87303,11222,24936,3857,223999
4452,1885,90529,77361,396523
67596,4019,724,431,19427
60509,50948,50981,48413,118047
49966,27,46682,18345,120338485
33868,1727,24670,15109,780101
97151,64305,41003,18563,89991
82836,9535,94311,19315,987134
6842,2403,13168,10317,66868
70073,14152,54816,34067,440100
94032,39415,93893,54614,354292
98669,3359,61037,22627,2457590
28816,13717,47673,31625,166586
61663,34438,68177,34514,183874
70811,29803,59851,47919,256059
25627,24470,51075,30209,85127
44605,31093,42753,34835,111306
99438,42973,85337,26400,258555
81137,6975,46465,7912,632543
5069,4171,57661,18799,92922
94257,39290,96663,40661,329442
10297,9465,18941,14797,36703
39647,4238,90653,70604,1508578
41219,26975,70120,37861,165000
26294,13933,95110,84291,338561
31234,7555,19747,6921,110251
94439,3525,12114,5207,464050
62047,46868,69334,68653,182676
20645,16302,25933,7173,41925
45077,9203,32836,22295,270036
84949,31458,45885,3868,134353
27718,10947,99017,22075,306607
55939,932,40035,4928,2698697
27049,5150,79325,50474,681735
44233,4761,75492,71153,1362434
81671,69553,60901,24752,100576
16416,13409,28772,6677,43399
24382,21805,72508,43885,130149
81400,38471,73875,32731,225565
99033,94670,99205,37878,143401
77137,6314,89079,36506,1534250
12813,754,30901,17305,819183
66772,6261,26571,1456,298901
69325,11873,14101,6428,119867
41274,485,99362,66705,14132473
18391,2691,86431,43262,886356
76415,9042,40708,25935,563208
96002,67309,10097,6162,23190
20840,3371,82396,38591,747959
66747,34957,49165,24861,141345
6741,4222,63287,14260,123815
10835,9733,32065,11216,48181
24920,10963,48235,27758,172739
16370,3353,66727,61866,627816
83302,7725,92305,89743,1963102
23192,20361,42287,35794,88937
35099,11869,51768,22699,220214
95111,3564,33533,16382,1332061
35313,19463,59790,17261,139798
95793,10282,86955,60169,1370691
69354,3011,67589,50887,2728922
91591,50851,47504,12535,108140
4519,1069,99637,56211,658819
26194,8747,24421,17726,126214
70247,43408,81453,3683,137776
31121,24931,93065,39276,165199
13306,2991,2587,1197,16834
32279,30018,46603,10145,61023
90805,62511,18147,10337,41376
40933,29688,22157,1898,33166
91643,16476,78197,72984,840901
92411,83179,71669,60377,146702
75253,66339,64698,42347,121429
30130,5123,55691,28057,492549
93002,17567,88392,35665,656774
62579,62298,4642,1685,6355
57458,31025,43808,31983,140364
10521,7283,87157,65504,220533
88462,4123,57841,34754,1986694
59588,58789,58434,31613,91271
84946,10615,1511,932,19550
34647,34171,39394,34781,75208
61111,6526,71893,45397,1098331
64029,18514,70565,22811,322932
66855,61463,28797,4477,36193
85262,79393,96553,19934,125098
34545,29642,53987,16778,82470
42332,20803,93876,7085,205446
86449,69627,23329,3067,32773
40068,26479,84989,2890,132979
13028,3027,49547,987,217494
19033,2001,61357,30865,877192
33685,11918,70400,51363,344151
29512,10883,81712,28501,298870
47723,33242,79969,316,115259
1553,516,70792,16655,263188
74321,29066,8347,5760,36072
52557,6961,84966,55807,1062865
12085,178,65914,43597,7435059
82360,19751,49862,14495,268363
70315,5546,56357,1560,734301
83146,76135,73847,26421,109502
8476,7561,20065,17749,42390
48521,13160,86843,55845,526091
30002,2823,52911,42008,1008771
47509,7423,75065,11598,554665
95393,23090,89399,53860,591854
56407,12352,62560,24019,395374
43397,17366,30652,1729,80919
84536,71529,74546,10291,100264
99627,11675,67928,11631,678906
98483,31147,46631,137,147875
267,79,10331,8963,65209
38654,15935,99612,39607,337707
88511,47445,21215,10256,58711
34795,7379,87961,62688,710372
2177,1375,23850,18347,66810
30432,14401,2201,1446,7707
97285,80656,37888,22419,72741
82724,27667,67241,37688,313736
24983,3156,83099,30991,903140
76405,30111,37152,6263,110164
96401,78305,89492,51345,173384
81292,69969,24203,16657,47472
18562,9783,23790,1607,48188
5252,941,71215,32576,579289
42255,6856,3187,230,21060
26339,13567,88453,25196,220638
34929,30199,94979,45761,162784
60167,30062,95526,27151,245529
45436,31449,92180,22859,166203
61226,18093,63169,50960,386208
92807,7246,47746,38475,1104322
68916,52051,59711,57046,154587
16633,9358,51015,40007,161783
85073,7441,48969,11306,689124
77423,30735,4859,2855,19432
32565,30956,165,47,223
739,479,32558,24077,87376
94731,68414,20329,7507,38544
78932,65377,7650,6491,17073
8473,7752,35741,34865,77173
4312,4139,79771,54634,140023
14010,10519,99576,66263,220877
76281,72982,34466,22597,59642
42629,6098,71514,68185,976587
23732,20165,18806,16841,41953
93393,73190,79609,43409,156975
25771,16914,95722,3673,151443
83433,55843,62819,16761,118898
68629,23157,17673,10543,83622
29729,5311,52846,30767,468035
72947,30398,4724,2785,18020
1425,1034,8974,4171,18116
78141,48101,63169,32644,155650
34589,6977,84554,1011,424195
35709,34202,91356,54617,152405
16675,6748,66584,58715,309626
15029,6709,66681,61537,287224
41657,3184,34581,5003,517887
18112,12737,9382,7379,23834
4514,1893,47610,32069,190000
38854,36151,2181,1679,4149
53128,45239,14886,4105,22302
33832,32521,78570,69733,154282
79549,29711,94436,37983,354542
67743,6007,3797,2997,76619
80067,69574,70363,48395,136668
81104,54691,73851,44756,175888
65003,47080,36317,29510,90887
90154,55007,98402,86243,302625
67970,53733,16401,4513,26455
67127,20851,20925,106,67707
57959,42291,83877,57394,193609
94438,72821,992,923,2483
13961,2038,98873,76850,1203763
86561,31440,7741,5746,37132
84384,48851,16529,3798,35112
87063,29809,31427,12433,128102
81668,80275,91725,15229,108810
55625,31116,56431,20150,136901
90389,33675,47671,25052,195200
30411,30319,75018,10735,86013
14981,4443,98940,79501,601671
23486,7015,18535,13249,106412
49847,5912,6738,313,59451
84808,15853,77313,24208,543102
20477,15004,86283,77986,224189
81197,52313,85799,49612,210176
23857,9288,32484,24067,145256
43903,26941,65102,25675,147930
62047,13029,65026,45283,525316
15259,4378,39969,28579,238916
86297,203,88102,76999,70185818
36931,23980,84041,42369,194681
53252,27055,24797,12225,72870
41779,15036,42613,13551,156057
9351,6379,68757,39707,158998
75097,9719,43990,39277,643389
34997,20218,75017,52424,220599
58439,5621,23776,2295,271049
26414,8419,78682,58473,430314
29721,14296,24501,5815,63026
13606,6727,85772,38399,251148
90757,12743,48717,1123,354966
68713,7542,95531,36533,1203197
5301,137,16485,14911,1214819
88841,37283,49288,16285,156253
90283,31438,33518,31269,186054
88138,4231,243,95,7041
51725,38304,30437,15347,61826
88967,65056,80665,15944,132118
62207,12823,48003,37337,414002
9400,9287,13802,11835,25949
41022,24185,90188,59387,253705
50437,27362,73391,65826,256622
68537,65777,35136,18791,56190
10677,6694,996,485,2362
65792,41979,89243,34970,194674
70164,269,28577,16447,11743732
54379,42268,54254,52417,137235
1223,768,1923,1892,6075
22411,21037,39401,16726,59793
49970,17301,49793,39804,258780
13128,11267,66257,47824,132924
27718,26493,18411,7433,27039
1044,149,80200,56891,960557
28525,9181,89843,5225,295372
13530,4843,65777,19328,237760
27823,27158,41108,18125,60683
68939,40551,7929,3715,19795
14884,10681,67981,65951,186634
46611,24142,78442,58609,264605
25505,8556,4174,193,13018
87337,74846,94313,43206,160469
82158,50501,4234,2745,11354
3339,2305,96801,72433,245150
73241,10085,41309,17364,426105
99133,14623,67978,33273,686406
47517,9566,89848,73621,811997
33785,8179,76196,26975,426168
87224,66587,51152,14763,86344
2900,2221,6921,4394,14774
21163,17323,98369,17425,141462
73047,63367,54221,13873,78496
7387,1564,48947,22718,338484
75270,17261,61685,40189,444242
60309,23513,27275,5339,83653
83414,4969,89051,79334,2826659
73143,24901,25725,7699,98178
83489,68357,79143,19051,119931
90905,321,96612,93239,53764502
44299,14814,24314,15265,118355
32707,9406,53966,11005,225921
96135,85114,67001,53479,136080
4635,2632,93055,9834,181189
6395,5763,23441,3452,29842
28025,3018,96461,40530,1272092
98342,5915,90601,39317,2160000
58128,35327,12574,4055,27362
33857,18439,2286,1969,7813
41186,1955,40464,17413,1219295
36239,1535,3144,2633,136387
45715,44153,57565,55884,117463
60512,11149,44508,15179,323956
82930,32337,42815,18612,157533
60392,8567,65159,57591,865311
37307,12700,16174,10563,78542
84995,33424,82447,37036,303838
31582,27955,24324,1351,29006
64562,19173,23135,13978,124972
15914,5413,81180,69361,442584
45110,19283,21871,8869,71912
15219,5371,25222,15801,116240
20122,13229,2463,1729,6376
32814,18535,9591,4943,25730
22721,4831,37641,20888,275271
88240,30699,12441,10451,65799
47462,43323,88770,50903,153017
8661,4987,46102,25181,123799
67345,56763,77507,61104,164452
35332,9971,88535,71232,566130
20666,4359,42436,3799,219200
67053,319,30513,12340,9007594
60657,5486,99493,32787,1462579
69664,58159,91557,43910,162265
28783,3037,20029,909,198438
32697,22976,32338,21431,76519
76369,12320,1841,1684,21850
18837,6907,47372,31581,215323
26114,18863,2174,663,3927
45286,22411,93221,29245,247468
12903,3353,39735,7838,183071
43079,13900,71573,8079,246858
13346,1215,43580,10721,596462
98887,45059,29321,1404,67430
40168,119,44705,35383,27033401
7398,3937,68827,50416,224069
99181,46920,6353,4312,22544
80319,64478,25475,7962,41652
69493,52858,88057,51928,184040
89755,23312,18729,2108,80226
81086,15251,63053,1533,343389
26941,17993,57446,5997,94994
86706,84419,11545,2126,14041
8232,4957,20867,16711,62405
45142,363,99941,94082,24128337
38545,24016,99996,59567,256094
17494,9939,63553,15740,139566
41784,361,24467,4970,3407190
27871,8531,43483,41599,277966
2191,1798,81593,51195,161813
56118,17965,77764,43179,377794
377,190,78842,26611,209241
98655,27472,13357,302,49051
6209,1227,90863,16888,545253
49987,23666,19167,190,40886
8817,8641,7279,7191,14765
87323,64804,22755,17638,54430
87187,63066,66754,39105,146347
34511,2059,29509,26732,942658
2812,1677,2999,1761,7981
72835,69308,17119,14924,33674
79379,43513,84697,53978,252979
3982,1223,1891,813,8804
80327,29789,94229,19566,306852
57313,23973,96887,60958,377365
83162,14307,12797,1351,82237
6649,1045,13058,2645,99913
79649,45980,77339,7328,146664
30794,7807,48357,22492,279457
22143,22079,80765,67144,148338
25215,17017,72945,42487,171042
1831,1420,68382,53119,156668
75039,19894,23135,2823,97912
6243,1132,86619,4624,503207
9611,8250,7115,6791,16200
19769,19141,96692,87031,189751
65345,21703,56068,27453,251471
37348,5997,95502,12383,671884
25929,20180,69208,58641,164272
64363,29937,98375,98259,422753
95451,64097,19644,7777,40835
59547,14108,5334,991,26696
15872,3587,49125,16429,290068
19981,241,89720,40769,10818675
63047,26323,61118,4269,156610
16341,6416,67475,13908,207276
30902,28831,82148,19617,109075
84052,13469,94763,9541,650899
91723,29458,82151,35895,367558
26475,3508,99416,85059,1392240
6717,311,23902,12687,790252
13354,6691,66624,44053,220891
55309,21897,12979,6935,50300
94838,66481,87419,8314,136567
31452,26035,14568,3493,21819
51775,5071,65923,633,679538
83423,738,3643,2845,733399
17534,9249,58822,26593,161928
92579,36956,2679,2081,11925
95362,19209,49501,43204,460228
98032,90807,2119,1239,3625
22964,995,69119,41834,2560728
4317,997,26329,5559,138075
24362,12669,98536,20749,229380
36541,798,62518,28023,4145938
53570,30689,86813,79794,290825
87655,19219,49653,30676,366368
15911,9759,33129,20860,88023
31781,11737,88529,15642,282070
49223,21483,44579,18679,144940
98447,38240,19287,13934,85526
35287,26232,65372,43005,145787
58561,34447,99058,94489,329036
7329,4078,10159,6085,29193
17977,50,7277,4397,4197270
48608,20151,43657,12730,136016
27868,11945,97309,65056,378802
70532,18201,62946,32761,370881
97517,97127,46134,26815,73242
76723,73335,94257,21067,120652
88249,21923,18824,6507,101968
43136,12847,20942,15073,120927
47453,30787,99867,69500,261051
76197,11239,23112,6085,197947
88041,75130,8775,5459,16680
81186,41215,66745,65897,261281
41021,24996,1933,1259,5239
79933,5088,31139,30806,973162
87793,24224,35497,3170,140137
95489,39953,23071,12927,86036
41447,19494,45206,12627,122961
65513,15649,16017,15955,133848
18121,12469,98969,94087,280566
125,71,72383,20703,163883
45662,9395,35647,12246,232772
88303,56253,5303,4621,15578
98896,54675,75965,12912,160761
29733,19543,4742,4219,13633
22073,3168,47743,25049,507177
73814,27957,77499,54586,348740
14466,443,61655,50994,3678512
66606,30259,64561,36975,223501
25315,13263,5832,5495,21620
18483,3968,3483,2912,29788
84667,20088,53906,45357,418374
53533,33650,43,2,72
12968,9497,68275,63764,180297
16440,2473,62927,36743,662585
4672,3711,83113,42371,157979
81871,22982,17877,8746,94841
76603,22520,88898,67233,531088
84547,42085,86476,13171,200186
74680,53833,87160,12969,138904
4693,2569,45089,21677,121967
94219,5735,73318,68281,2326297
21083,8109,33249,32660,171360
75871,24033,64775,56592,383150
78246,72157,6180,1417,8238
30551,28789,48421,10564,62595
85761,18742,28862,22695,235918
6801,3340,78557,51457,264738
93910,37889,63113,50487,281564
99570,22103,69708,9151,355245
34603,13907,74173,71892,363435
86087,40929,81217,10171,192218
72120,18247,77483,34683,443329
52987,39409,37633,12799,67808
99764,42809,96098,44815,328390
19598,12721,91502,54525,224970
56685,14888,12751,8140,79541
